Invoice,Item
341,EX1059,113
342,EX1077,112
343,EX1133,106
344,EX1115,114
345,EX1025,106
346,EX1148,120
347,EX1135,117
348,EX1163,114
349,EX1113,118
350,EX1200,101
351,EX1190,118
352,EX1193,114
353,EX1030,120
354,EX1101,114
355,EX1194,119
356,EX1094,103
357,EX1038,104
358,EX1102,112
359,EX1167,116
360,EX1169,105
361,EX1079,114
362,EX1017,117
363,EX1162,105
364,EX1036,101
365,EX1024,108
366,EX1129,101
367,EX1021,106
368,EX1045,115
369,EX1092,120
370,EX1053,104
371,EX1020,115
372,EX1054,105
373,EX1053,114
374,EX1198,114
375,EX1103,105
376,EX1167,119
377,EX1176,116
378,EX1194,111
379,EX1026,118
380,EX1099,120
381,EX1195,119
382,EX1121,112
383,EX1084,114
384,EX1178,113
385,EX1003,103
386,EX1098,118
387,EX1036,117
388,EX1110,114
389,EX1059,110
390,EX1179,117
391,EX1186,115
392,EX1174,106
393,EX1014,104
394,EX1050,106
395,EX1048,107
396,EX1018,103
397,EX1037,117
398,EX1023,107
399,EX1012,113
400,EX1051,102
401,EX1139,106
402,EX1069,120
403,EX1016,112
404,EX1072,108
405,EX1027,112
406,EX1142,115
407,EX1111,111
408,EX1117,102
409,EX1017,105
410,EX1043,120
411,EX1159,110
412,EX1136,108
413,EX1076,108
414,EX1025,103
415,EX1171,102
416,EX1196,109
417,EX1164,119
418,EX1069,105
419,EX1051,102
420,EX1148,116
421,EX1130,103
422,EX1149,119
423,EX1063,101
424,EX1122,118
425,EX1090,116
426,EX1122,104
427,EX1150,116
428,EX1037,114
429,EX1013,116
430,EX1071,112
431,EX1125,107
432,EX1108,108
433,EX1009,112
434,EX1022,117
435,EX1099,107
436,EX1100,101
437,EX1072,101
438,EX1098,108
439,EX1194,119
440,EX1189,113
441,EX1015,117
442,EX1036,109
443,EX1164,111
444,EX1178,120
445,EX1034,103
446,EX1031,115
447,EX1069,109
448,EX1050,111
449,EX1154,120
450,EX1064,108
451,EX1012,115
452,EX1150,109
453,EX1189,106
454,EX1163,102
455,EX1176,118
456,EX1176,114
457,EX1004,114
458,EX1138,119
459,EX1086,115
460,EX1079,119
461,EX1081,104
462,EX1179,101
463,EX1060,103
464,EX1062,116
465,EX1058,107
466,EX1084,104
467,EX1196,114
468,EX1198,117
469,EX1133,116
470,EX1095,113
471,EX1150,116
472,EX1147,108
473,EX1047,117
474,EX1062,114
475,EX1075,108
476,EX1198,114
477,EX1075,106
478,EX1006,114
479,EX1098,110
480,EX1026,107
481,EX1006,111
482,EX1074,112
483,EX1188,120
484,EX1056,111
485,EX1195,117
486,EX1178,112
487,EX1197,109
488,EX1084,114
489,EX1171,110
490,EX1199,107
491,EX1072,117
492,EX1123,104
493,EX1159,109
494,EX1053,106
495,EX1136,105
496,EX1092,119
497,EX1104,114
498,EX1170,101
499,EX1040,107
500,EX1106,108
501,EX1051,110
502,EX1146,108
503,EX1071,120
504,EX1176,107
505,EX1196,120
506,EX1024,104
507,EX1123,119
508,EX1018,103
509,EX1189,110
510,EX1014,117
511,EX1016,111
512,EX1110,120
513,EX1185,112
514,EX1031,102
515,EX1085,106
516,EX1136,118
517,EX1026,105
518,EX1026,101
519,EX1193,108
520,EX1094,116
521,EX1145,109
522,EX1083,116
523,EX1096,116
524,EX1111,112
525,EX1177,114
526,EX1034,102
527,EX1026,116
528,EX1188,111
529,EX1031,117
530,EX1010,118
531,EX1086,105
532,EX1169,109
533,EX1045,109
534,EX1033,101
535,EX1005,101
536,EX1155,115
537,EX1122,103
538,EX1114,108
539,EX1073,106
540,EX1128,111
541,EX1048,112
542,EX1040,109
543,EX1103,116
544,EX1151,106
545,EX1158,109
546,EX1196,114
547,EX1135,120
548,EX1128,119
549,EX1043,112
550,EX1084,120
551,EX1119,103
552,EX1116,120
553,EX1039,114
554,EX1068,113
555,EX1061,117
556,EX1143,102
557,EX1038,120
558,EX1138,105
559,EX1187,107
560,EX1102,104
561,EX1050,106
562,EX1101,111
563,EX1083,104
564,EX1112,108
565,EX1130,120
566,EX1135,101
567,EX1092,113
568,EX1044,108
569,EX1095,115
570,EX1023,112
571,EX1126,119
572,EX1001,101
573,EX1087,118
574,EX1116,105
575,EX1128,114
576,EX1152,112
577,EX1181,113
578,EX1151,105
579,EX1025,117
580,EX1059,109
581,EX1106,110
582,EX1012,106
583,EX1196,119
584,EX1002,110
585,EX1059,104
586,EX1041,110
587,EX1132,114
588,EX1078,111
589,EX1132,120
590,EX1169,104
591,EX1053,118
592,EX1031,102
593,EX1103,116
594,EX1143,120
595,EX1064,115
596,EX1112,117
597,EX1024,107
598,EX1017,118
599,EX1196,110
600,EX1141,120
601,EX1125,113
602,EX1188,111
603,EX1181,113
604,EX1086,105
605,EX1161,116
606,EX1022,119
607,EX1077,106
608,EX1071,102
609,EX1071,116
610,EX1117,102
611,EX1150,101
612,EX1033,119
613,EX1125,108
614,EX1069,116
615,EX1126,111
616,EX1021,120
617,EX1042,112
618,EX1067,114
619,EX1093,104
620,EX1124,111
621,EX1136,107
622,EX1116,120
623,EX1172,119
624,EX1104,114
625,EX1090,112
626,EX1143,104
627,EX1064,101
628,EX1104,107
629,EX1072,117
630,EX1144,104
631,EX1052,110
632,EX1035,108
633,EX1144,109
634,EX1193,108
635,EX1156,109
636,EX1169,108
637,EX1047,107
638,EX1114,116
639,EX1066,111
640,EX1159,110
641,EX1015,113
642,EX1089,102
643,EX1171,107
644,EX1155,107
645,EX1164,102
646,EX1142,106
647,EX1083,109
648,EX1062,115
649,EX1197,113
650,EX1119,101
651,EX1061,111
652,EX1097,102
653,EX1141,105
654,EX1168,105
655,EX1166,106
656,EX1058,120
657,EX1080,113
658,EX1118,102
659,EX1003,106
660,EX1013,117
661,EX1002,117
662,EX1127,112
663,EX1197,112
664,EX1132,113
665,EX1069,104
666,EX1064,108
667,EX1097,108
668,EX1052,115
669,EX1048,116
670,EX1183,110
671,EX1104,114
672,EX1153,107
673,EX1081,115
674,EX1165,103
675,EX1149,116
676,EX1175,115
677,EX1075,112
678,EX1190,114
679,EX1171,117
680,EX1147,114
681,EX1070,110
682,EX1013,114
683,EX1195,115
684,EX1021,102
685,EX1122,114
686,EX1040,120
687,EX1163,105
688,EX1048,102
689,EX1005,102
690,EX1127,104
691,EX1177,114
692,EX1106,107
693,EX1149,113
694,EX1151,107
695,EX1089,111
696,EX1140,112
697,EX1198,110
698,EX1152,115
699,EX1038,111
700,EX1111,101
701,EX1047,110
702,EX1082,102
703,EX1088,102
704,EX1002,107
705,EX1050,110
706,EX1056,105
707,EX1164,113
708,EX1017,114
709,EX1137,112
710,EX1086,101
711,EX1114,104
712,EX1008,113
713,EX1044,112
714,EX1044,117
715,EX1110,114
716,EX1142,102
717,EX1191,107
718,EX1158,114
719,EX1042,117
720,EX1098,113
721,EX1099,113
722,EX1161,118
723,EX1141,102
724,EX1041,117
725,EX1071,117
726,EX1053,107
727,EX1012,107
728,EX1116,112
729,EX1178,110
730,EX1124,106
731,EX1029,119
732,EX1137,113
733,EX1083,120
734,EX1152,103
735,EX1110,110
736,EX1181,106
737,EX1018,114
738,EX1116,103
739,EX1071,103
740,EX1134,118
741,EX1198,104
742,EX1046,104
743,EX1113,113
744,EX1041,112
745,EX1143,109
746,EX1174,109
747,EX1186,120
748,EX1041,102
749,EX1158,104
750,EX1156,109
751,EX1148,114
752,EX1170,118
753,EX1196,103
754,EX1079,116
755,EX1130,118
756,EX1069,107
757,EX1138,106
758,EX1048,110
759,EX1069,114
760,EX1154,108
761,EX1088,120
762,EX1042,117
763,EX1125,103
764,EX1142,107
765,EX1195,105
766,EX1163,104
767,EX1078,103
768,EX1167,111
769,EX1058,113
770,EX1112,117
771,EX1090,105
772,EX1109,117
773,EX1129,118
774,EX1155,107
775,EX1134,108
776,EX1024,103
777,EX1019,112
778,EX1059,110
779,EX1168,118
780,EX1098,109
781,EX1150,110
782,EX1046,116
783,EX1131,112
784,EX1088,113
785,EX1002,120
786,EX1049,116
787,EX1178,102
788,EX1076,107
789,EX1024,101
790,EX1098,105
791,EX1076,106
792,EX1036,102
793,EX1081,120
794,EX1012,109
795,EX1130,116
796,EX1038,117
797,EX1146,114
798,EX1010,107
799,EX1044,108
800,EX1198,120
801,EX1138,119
802,EX1200,116
803,EX1083,106
804,EX1150,113
805,EX1182,116
806,EX1176,112
807,EX1121,101
808,EX1028,116
809,EX1192,105
810,EX1105,110
811,EX1051,119
812,EX1073,115
813,EX1102,114
814,EX1189,108
815,EX1200,105
816,EX1049,117
817,EX1128,119
818,EX1065,110
819,EX1140,114
820,EX1092,105
821,EX1170,119
822,EX1039,111
823,EX1167,102
824,EX1144,110
825,EX1106,112
826,EX1156,104
827,EX1129,101
828,EX1159,101
829,EX1017,120
830,EX1006,120
831,EX1194,102
832,EX1185,118
833,EX1133,109
834,EX1052,117
835,EX1084,111
836,EX1060,114
837,EX1155,112
838,EX1153,120
839,EX1039,117
840,EX1192,116
841,EX1059,116
842,EX1030,114
843,EX1056,108
844,EX1002,120
845,EX1059,113
846,EX1088,112
847,EX1158,120
848,EX1040,102
849,EX1133,118
850,EX1163,109
851,EX1078,119
852,EX1008,101
853,EX1009,111
854,EX1113,118
855,EX1194,106
856,EX1152,109
857,EX1075,117
858,EX1082,109
859,EX1085,105
860,EX1146,110
861,EX1004,106
862,EX1095,113
863,EX1119,114
864,EX1111,111
865,EX1100,112
866,EX1136,106
867,EX1020,118
868,EX1167,106
869,EX1086,118
870,EX1041,113
871,EX1117,109
872,EX1002,116
873,EX1109,113
874,EX1021,116
875,EX1120,110
876,EX1076,108
877,EX1140,102
878,EX1078,107
879,EX1154,111
880,EX1158,118
881,EX1008,119
882,EX1060,102
883,EX1025,115
884,EX1109,107
885,EX1101,113
886,EX1094,117
887,EX1104,112
888,EX1051,104
889,EX1070,105
890,EX1044,111
891,EX1186,110
892,EX1001,111
893,EX1085,115
894,EX1079,115
895,EX1105,106
896,EX1155,104
897,EX1122,119
898,EX1122,103
899,EX1117,113
900,EX1165,110
901,EX1167,119
902,EX1092,104
903,EX1018,114
904,EX1011,119
905,EX1147,106
906,EX1050,117
907,EX1146,101
908,EX1048,118
909,EX1037,102
910,EX1194,117
911,EX1141,102
912,EX1111,101
913,EX1001,102
914,EX1027,120
915,EX1081,118
916,EX1107,106
917,EX1084,118
918,EX1185,101
919,EX1199,115
920,EX1150,101
921,EX1001,118
922,EX1067,108
923,EX1044,106
924,EX1055,110
925,EX1184,103
926,EX1070,115
927,EX1104,118
928,EX1160,108
929,EX1134,113
930,EX1085,110
931,EX1179,117
932,EX1138,101
933,EX1149,104
934,EX1110,116
935,EX1162,112
936,EX1080,107
937,EX1078,113
938,EX1103,111
939,EX1128,119
940,EX1070,115
941,EX1064,108
942,EX1169,116
943,EX1100,113
944,EX1137,120
945,EX1127,116
946,EX1189,120
947,EX1033,112
948,EX1036,115
949,EX1049,108
950,EX1009,112
951,EX1187,117
952,EX1052,108
953,EX1117,110
954,EX1048,104
955,EX1126,115
956,EX1186,103
957,EX1033,110
958,EX1025,119
959,EX1076,101
960,EX1141,102
961,EX1187,114
962,EX1093,111
963,EX1059,114
964,EX1187,110
965,EX1072,103
966,EX1093,114
967,EX1168,104
968,EX1034,111
969,EX1080,110
970,EX1029,104
971,EX1128,108
972,EX1041,111
973,EX1097,114
974,EX1107,101
975,EX1099,112
976,EX1182,119
977,EX1029,118
978,EX1130,110
979,EX1006,113
980,EX1054,107
981,EX1160,119
982,EX1041,101
983,EX1127,119
984,EX1075,117
985,EX1104,101
986,EX1122,112
987,EX1118,104
988,EX1114,114
989,EX1198,107
990,EX1146,113
991,EX1098,120
992,EX1126,119
993,EX1015,106
994,EX1018,106
995,EX1073,117
996,EX1190,119
997,EX1015,111
998,EX1194,118
999,EX1068,117
1000,EX1040,105
1001,EX1145,101
1002,EX1150,105
1003,EX1049,113
1004,EX1025,104
1005,EX1025,102
1006,EX1039,104
1007,EX1071,118
1008,EX1079,106
1009,EX1069,109
1010,EX1052,106
1011,EX1118,117
1012,EX1006,116
1013,EX1071,113
1014,EX1078,115
1015,EX1085,119
1016,EX1026,108
1017,EX1023,118
1018,EX1180,119
1019,EX1158,117
1020,EX1016,116
1021,EX1165,108
1022,EX1185,110
1023,EX1089,110
1024,EX1002,104
1025,EX1149,102
1026,EX1151,115
1027,EX1147,116
1028,EX1060,107
1029,EX1075,113
1030,EX1056,108
1031,EX1121,103
1032,EX1149,114
1033,EX1053,114
1034,EX1048,119
1035,EX1136,102
1036,EX1142,113
1037,EX1074,115
1038,EX1040,105
1039,EX1138,116
1040,EX1174,113
1041,EX1152,103
1042,EX1017,112
1043,EX1021,120
1044,EX1006,108
1045,EX1181,107
1046,EX1155,107
1047,EX1049,102
1048,EX1088,117
1049,EX1009,112
1050,EX1088,112
1051,EX1109,113
1052,EX1053,116
1053,EX1143,118
1054,EX1046,119
1055,EX1004,103
1056,EX1174,118
1057,EX1096,110
1058,EX1023,101
1059,EX1164,120
1060,EX1037,120
1061,EX1031,111
1062,EX1197,115
1063,EX1124,103
1064,EX1191,111
1065,EX1153,117
1066,EX1182,120
1067,EX1188,117
1068,EX1127,116
1069,EX1099,103
1070,EX1057,111
1071,EX1181,105
1072,EX1184,103
1073,EX1169,114
1074,EX1016,116
1075,EX1010,112
1076,EX1051,109
1077,EX1122,120
1078,EX1117,106
1079,EX1196,109
1080,EX1132,101
1081,EX1140,115
1082,EX1139,113
1083,EX1141,113
1084,EX1090,112
1085,EX1100,111
1086,EX1181,116
1087,EX1093,105
1088,EX1018,115
1089,EX1064,120
1090,EX1110,108
1091,EX1102,110
1092,EX1086,107
1093,EX1119,103
1094,EX1036,107
1095,EX1015,109
1096,EX1027,118
1097,EX1149,120
1098,EX1132,102
1099,EX1153,103
1100,EX1046,104
1101,EX1071,104
1102,EX1048,110
1103,EX1092,102
1104,EX1002,120
1105,EX1184,102
1106,EX1018,105
1107,EX1009,116
1108,EX1156,113
1109,EX1124,111
1110,EX1054,102
1111,EX1025,118
1112,EX1174,111
1113,EX1196,108
1114,EX1063,115
1115,EX1189,120
1116,EX1048,102
1117,EX1036,116
1118,EX1108,109
1119,EX1041,105
1120,EX1189,120
1121,EX1099,118
1122,EX1154,120
1123,EX1061,102
1124,EX1048,117
1125,EX1123,120
1126,EX1112,108
1127,EX1138,105
1128,EX1152,103
1129,EX1195,103
1130,EX1154,115
1131,EX1111,118
1132,EX1151,119
1133,EX1014,112
1134,EX1193,114
1135,EX1110,115
1136,EX1038,102
1137,EX1113,113
1138,EX1172,102
1139,EX1032,104
1140,EX1104,119
1141,EX1049,114
1142,EX1095,106
1143,EX1096,108
1144,EX1132,108
1145,EX1043,108
1146,EX1057,108
1147,EX1063,118
1148,EX1151,120
1149,EX1002,105
1150,EX1015,110
1151,EX1066,103
1152,EX1021,104
1153,EX1188,102
1154,EX1100,115
1155,EX1178,119
1156,EX1152,120
1157,EX1153,102
1158,EX1197,117
1159,EX1087,111
1160,EX1135,101
1161,EX1165,120
1162,EX1148,111
1163,EX1063,112
1164,EX1180,108
1165,EX1082,103
1166,EX1184,116
1167,EX1118,101
1168,EX1172,107
1169,EX1092,104
1170,EX1169,105
1171,EX1096,114
1172,EX1119,110
1173,EX1190,107
1174,EX1118,105
1175,EX1196,106
1176,EX1118,118
1177,EX1143,120
1178,EX1102,104
1179,EX1009,106
1180,EX1090,118
1181,EX1155,111
1182,EX1195,118
1183,EX1151,118
1184,EX1116,108
1185,EX1054,110
1186,EX1057,111
1187,EX1197,112
1188,EX1042,115
1189,EX1116,111
1190,EX1149,109
1191,EX1154,103
1192,EX1087,108
1193,EX1108,107
1194,EX1160,104
1195,EX1096,113
1196,EX1074,112
1197,EX1173,113
1198,EX1043,120
1199,EX1155,114
1200,EX1134,113
1201,EX1040,102
1202,EX1125,118
1203,EX1071,114
1204,EX1092,104
1205,EX1112,109
1206,EX1096,105
1207,EX1173,109
1208,EX1162,118
1209,EX1096,109
1210,EX1162,119
1211,EX1095,119
1212,EX1047,111
1213,EX1170,113
1214,EX1054,114
1215,EX1196,116
1216,EX1166,107
1217,EX1059,118
1218,EX1078,119
1219,EX1041,108
1220,EX1128,114
1221,EX1087,112
1222,EX1142,105
1223,EX1079,111
1224,EX1184,115
1225,EX1083,116
1226,EX1108,119
1227,EX1151,101
1228,EX1101,113
1229,EX1132,112
1230,EX1085,113
1231,EX1032,111
1232,EX1094,109
1233,EX1083,120
1234,EX1192,104
1235,EX1106,103
1236,EX1028,116
1237,EX1117,119
1238,EX1031,111
1239,EX1155,114
1240,EX1175,108
1241,EX1105,103
1242,EX1079,106
1243,EX1178,101
1244,EX1011,115
1245,EX1126,109
1246,EX1140,111
1247,EX1190,108
1248,EX1063,117
1249,EX1110,101
1250,EX1103,112
1251,EX1011,112
1252,EX1046,116
1253,EX1054,118
1254,EX1072,115
1255,EX1166,107
1256,EX1109,120
1257,EX1108,119
1258,EX1055,112
1259,EX1177,109
1260,EX1136,120
1261,EX1074,113
1262,EX1115,104
1263,EX1087,117
1264,EX1140,117
1265,EX1195,117
1266,EX1086,105
1267,EX1043,101
1268,EX1094,114
1269,EX1082,113
1270,EX1119,112
1271,EX1199,105
1272,EX1154,107
1273,EX1020,119
1274,EX1133,107
1275,EX1130,118
1276,EX1102,120
1277,EX1014,102
1278,EX1164,102
1279,EX1095,101
1280,EX1041,108
1281,EX1117,110
1282,EX1184,111
1283,EX1017,108
1284,EX1184,113
1285,EX1027,113
1286,EX1030,119
1287,EX1124,120
1288,EX1073,102
1289,EX1131,111
1290,EX1065,116
1291,EX1075,117
1292,EX1036,118
1293,EX1132,108
1294,EX1090,119
1295,EX1197,117
1296,EX1014,117
1297,EX1128,115
1298,EX1173,106
1299,EX1123,103
1300,EX1180,120
1301,EX1121,110
1302,EX1092,114
1303,EX1035,117
1304,EX1088,114
1305,EX1149,106
1306,EX1135,114
1307,EX1082,119
1308,EX1041,107
1309,EX1153,119
1310,EX1187,120
1311,EX1118,106
1312,EX1153,120
1313,EX1115,116
1314,EX1153,105
1315,EX1089,110
1316,EX1094,117
1317,EX1078,109
1318,EX1138,111
1319,EX1051,102
1320,EX1059,107
1321,EX1050,102
1322,EX1190,105
1323,EX1150,109
1324,EX1055,116
1325,EX1077,107
1326,EX1177,105
1327,EX1120,114
1328,EX1065,118
1329,EX1081,109
1330,EX1035,117
1331,EX1004,116
1332,EX1016,109
1333,EX1036,114
1334,EX1140,107
1335,EX1134,113
1336,EX1123,117
1337,EX1185,118
1338,EX1059,113
1339,EX1052,102
1340,EX1051,107
1341,EX1159,111
1342,EX1159,110
1343,EX1061,105
1344,EX1145,111
1345,EX1197,118
1346,EX1182,102
1347,EX1154,118
1348,EX1091,108
1349,EX1150,114
1350,EX1027,101
1351,EX1151,118
1352,EX1054,120
1353,EX1123,108
1354,EX1095,114
1355,EX1037,109
1356,EX1198,114
1357,EX1051,109
1358,EX1147,108
1359,EX1127,114
1360,EX1163,117
1361,EX1139,119
1362,EX1160,120
1363,EX1101,113
1364,EX1192,108
1365,EX1133,102
1366,EX1004,114
1367,EX1183,101
1368,EX1185,119
1369,EX1010,115
1370,EX1130,109
1371,EX1015,115
1372,EX1083,119
1373,EX1125,107
1374,EX1078,102
1375,EX1181,101
1376,EX1187,114
1377,EX1116,120
1378,EX1164,113
1379,EX1056,105
1380,EX1121,106
1381,EX1147,107
1382,EX1071,118
1383,EX1151,116
1384,EX1193,102
1385,EX1100,113
1386,EX1029,120
1387,EX1151,111
1388,EX1152,108
1389,EX1016,116
1390,EX1191,120
1391,EX1051,114
1392,EX1105,115
1393,EX1198,104
1394,EX1100,118
1395,EX1167,104
1396,EX1046,114
1397,EX1010,111
1398,EX1116,120
1399,EX1056,114
1400,EX1064,104
1401,EX1137,116
1402,EX1078,115
1403,EX1075,109
1404,EX1196,111
1405,EX1005,113
1406,EX1169,112
1407,EX1025,102
1408,EX1019,116
1409,EX1134,107
1410,EX1156,108
1411,EX1070,111
1412,EX1075,105
1413,EX1001,117
1414,EX1095,115
1415,EX1002,111
1416,EX1046,109
1417,EX1142,109
1418,EX1196,117
1419,EX1178,117
1420,EX1079,104
1421,EX1093,107
1422,EX1065,108
1423,EX1006,111
1424,EX1185,105
1425,EX1053,111
1426,EX1123,101
1427,EX1101,102
1428,EX1166,108
1429,EX1012,112
1430,EX1037,107
1431,EX1056,105
1432,EX1123,113
1433,EX1066,116
1434,EX1162,109
1435,EX1054,107
1436,EX1015,118
1437,EX1090,116
1438,EX1056,104
1439,EX1078,117
1440,EX1041,105
1441,EX1009,112
1442,EX1173,108
1443,EX1160,102
1444,EX1085,106
1445,EX1101,113
1446,EX1014,114
1447,EX1120,106
1448,EX1118,118
1449,EX1093,116
1450,EX1184,117
1451,EX1075,113
1452,EX1196,108
1453,EX1069,120
1454,EX1174,109
1455,EX1065,117
1456,EX1041,113
1457,EX1198,109
1458,EX1084,103
1459,EX1186,117
1460,EX1158,112
1461,EX1196,113
1462,EX1009,107
1463,EX1004,111
1464,EX1053,120
1465,EX1043,118
1466,EX1154,118
1467,EX1079,102
1468,EX1037,105
1469,EX1039,109
1470,EX1063,108
1471,EX1074,110
1472,EX1178,119
1473,EX1172,112
1474,EX1115,102
1475,EX1158,106
1476,EX1035,115
1477,EX1182,105
1478,EX1022,116
1479,EX1117,106
1480,EX1035,106
1481,EX1063,111
1482,EX1124,111
1483,EX1022,108
1484,EX1191,106
1485,EX1140,105
1486,EX1027,104
1487,EX1183,103
1488,EX1048,104
1489,EX1163,106
1490,EX1109,118
1491,EX1131,112
1492,EX1177,112
1493,EX1064,107
1494,EX1086,107
1495,EX1078,111
1496,EX1051,114
1497,EX1048,106
1498,EX1130,108
